"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0140640","catalytic activity, acting on a nucleic acid","148/2117","481/14486",0.307692307692308,2.10544674975473,10.2004937182738,3.34630638648592e-20,3.63743504211019e-17,3.44141193641762e-17,"RFC4/RFC3/DSCC1/DNA2/TDG/HELLS/RFC5/ATAD2/MCM6/POLE2/BRIP1/PCNA/FIGNL1/TOP2A/MSH6/MCM4/EXO1/MCM2/DHX40/TRIT1/MCM8/MSH2/POLR2B/RAD54B/RAD54L/RBBP8/POLQ/FEN1/WRN/CPSF3/ERI2/RAD1/EXOSC2/MBD4/RNASEH2A/RAD51C/POLD3/DROSHA/DDX18/DBR1/DCLRE1C/ERCC6L/GEN1/METTL4/RECQL4/DDX46/DCLRE1A/DIS3/PMS1/DNMT3B/MYO3A/EXOSC9/TATDN1/HLTF/ISG20L2/VPS4B/NIPBL/SHPRH/TARBP1/DHX36/DHX15/BLM/NEIL3/DDX52/TGS1/POLA1/N4BP2/CNOT2/RAD51/RSF1/RAD17/NARS2/DNMT1/POLB/RECQL/POLR1C/UNG/EXOSC3/TRMT13/DNMT3A/CHD6/MCM7/CHD1L/TRMT11/ATAD5/FANCM/RPP40/BPTF/CNOT6/AFG3L2/NSUN2/PTRH2/TRMT5/SMCHD1/PTRHD1/RNMT/MGME1/NAV2/TRMT10A/ZGRF1/ZRANB3/CMTR2/XRN1/PUS7/RBBP4/REV3L/RUVBL1/AGO3/HFM1/POLK/TTF2/CHD2/DUS4L/MCM3/CNOT7/PIF1/POLI/LIG1/CARS2/PRORSD1P/METTL15/XRCC5/THAP9/MORC2/TDP1/DDX11/SLFN13/POLR3B/ASCC3/DMC1/WRNIP1/AARS2/POLR3G/MCM9/FAN1/DDX19B/TRMT10B/GATB/HENMT1/FARSB/ZC3H12C/HELB/REV1/SLFN11/PGBD5/TDRD12/SMARCA1/YME1L1",148
"GO:0140097","catalytic activity, acting on DNA","100/2117","273/14486",0.366300366300366,2.50648422589849,10.3957402151497,8.01889106981364e-20,4.35826729644371e-17,4.12339819747786e-17,"RFC4/RFC3/DSCC1/DNA2/TDG/RFC5/ATAD2/MCM6/POLE2/BRIP1/PCNA/FIGNL1/TOP2A/MSH6/MCM4/EXO1/MCM2/DHX40/MCM8/MSH2/RAD54B/RAD54L/RBBP8/POLQ/FEN1/WRN/RAD1/MBD4/RAD51C/POLD3/DDX18/DCLRE1C/ERCC6L/GEN1/METTL4/RECQL4/DDX46/DCLRE1A/PMS1/DNMT3B/MYO3A/TATDN1/HLTF/VPS4B/NIPBL/DHX36/DHX15/BLM/NEIL3/DDX52/POLA1/N4BP2/RAD51/RSF1/RAD17/DNMT1/POLB/RECQL/UNG/DNMT3A/CHD6/MCM7/CHD1L/ATAD5/FANCM/BPTF/AFG3L2/SMCHD1/MGME1/NAV2/ZGRF1/ZRANB3/RBBP4/REV3L/RUVBL1/HFM1/POLK/TTF2/CHD2/MCM3/PIF1/POLI/LIG1/XRCC5/THAP9/MORC2/TDP1/DDX11/ASCC3/DMC1/WRNIP1/MCM9/FAN1/DDX19B/HELB/REV1/PGBD5/TDRD12/SMARCA1/YME1L1",100
"GO:0015631","tubulin binding","110/2117","349/14486",0.315186246418338,2.15672553878887,9.049337645882,4.09483069027439e-16,1.48369365344275e-13,1.40373669628003e-13,"SKA2/CENPF/NUF2/BRCA1/KIF14/NDC80/RACGAP1/KIF18A/NUSAP1/DLGAP5/SPAST/KIF4A/CENPE/KIF15/PRC1/KIF23/KIFC1/KIF18B/PHF6/KIF11/TBCE/HAUS6/KIF2C/CCT5/NEDD1/GAS2L3/SMC3/KIF20B/BIRC5/FAM161A/STMN1/KNL1/CRIPT/SVBP/CACYBP/RCC2/VBP1/TUBGCP5/GTSE1/CEP295/IFT81/PDCD5/RAE1/SPC24/SPAG5/KIF20A/NDE1/DIAPH3/MDM1/STRBP/OPA1/VASH2/AGBL3/OFD1/KNSTRN/CEP135/EFHC1/POLB/SKA1/HOOK1/CEP57L1/CEP70/FAM83D/CEP44/BRCA2/CDK5RAP2/ZNF207/FMR1/SKA3/HAUS8/CEP350/BCCIP/CCDC88A/CCSER2/SPIRE2/MID1/PLK1/CETN3/TTLL5/MAP9/LRPPRC/KIF24/TRIM36/BCL2L11/PSRC1/CAMSAP1/CEP57/EML5/CCDC88C/AGTPBP1/AGBL4/IFT74/TBCD/KIF1A/KIF26B/KIF5C/SAXO2/KIF19/CDK5R1/TTLL7/FYN/MAP2/KIF21A/GAS2/MTCL1/SYT11/STMN3/JAKMIP2/DCX/KLC3",110
"GO:0008094","ATP-dependent activity, acting on DNA","67/2117","172/14486",0.38953488372093,2.66547110325054,9.09019506763895,3.08356725102481e-15,8.37959400465992e-13,7.928013695398e-13,"RFC4/RFC3/DSCC1/DNA2/RFC5/ATAD2/MCM6/BRIP1/FIGNL1/TOP2A/MSH6/MCM4/MCM2/DHX40/MCM8/MSH2/RAD54B/RAD54L/POLQ/WRN/RAD51C/DDX18/ERCC6L/RECQL4/DDX46/PMS1/MYO3A/HLTF/VPS4B/DHX36/DHX15/BLM/DDX52/RAD51/RSF1/RAD17/RECQL/CHD6/MCM7/CHD1L/ATAD5/FANCM/BPTF/AFG3L2/SMCHD1/NAV2/ZGRF1/ZRANB3/RBBP4/RUVBL1/HFM1/TTF2/CHD2/MCM3/PIF1/XRCC5/MORC2/DDX11/ASCC3/DMC1/WRNIP1/MCM9/DDX19B/HELB/TDRD12/SMARCA1/YME1L1",67
"GO:0003678","DNA helicase activity","37/2117","66/14486",0.560606060606061,3.83606017663646,9.55338242928562,5.36213178708465e-15,1.1657274505122e-12,1.10290584336457e-12,"RFC4/RFC3/DSCC1/DNA2/RFC5/MCM6/BRIP1/MCM4/MCM2/MCM8/RAD54B/RAD54L/POLQ/WRN/ERCC6L/RECQL4/DHX36/BLM/RAD51/RECQL/CHD6/MCM7/CHD1L/FANCM/NAV2/ZGRF1/RUVBL1/HFM1/CHD2/MCM3/PIF1/XRCC5/DDX11/ASCC3/WRNIP1/MCM9/HELB",37
"GO:0140657","ATP-dependent activity","133/2117","491/14486",0.270875763747454,1.85352211320058,7.96015374738178,2.03948562200375e-13,3.69486811853012e-11,3.49574991701344e-11,"RFC4/RFC3/DSCC1/DNA2/HELLS/RFC5/KIF14/ATAD2/SMC4/MCM6/KIF18A/BRIP1/FIGNL1/ATP2C1/TOP2A/NAE1/MSH6/SPAST/SMC2/MCM4/MCM2/KIF4A/ORC4/CENPE/DHX40/KIF15/MCM8/KIF23/KIFC1/MSH2/RAD54B/RAD54L/KIF18B/POLQ/KIF11/KIF2C/CCT5/CDC6/SMC3/TRIP13/WRN/KIF20B/ATP13A3/UBA2/SMC5/RAD51C/UBA6/DDX18/OLA1/CCT6A/ERCC6L/RECQL4/DDX46/MYO19/PSMC6/PMS1/MYO3A/KIF20A/HLTF/VPS4B/SHPRH/DNAH14/DHX36/DHX15/BLM/DDX52/CCT2/RAD51/HSPA14/RSF1/RAD17/DNAH5/RECQL/HSPA13/CHD6/MCM7/CHD1L/ATAD5/FANCM/BPTF/AFG3L2/SMCHD1/ORC1/NAV2/ZGRF1/ZRANB3/RBBP4/PEX1/ATAD2B/RUVBL1/HFM1/TTF2/CHD2/SMC6/NVL/MCM3/ATP11B/PIF1/KIF24/SMC1A/XRCC5/MORC2/ATP6V0A2/MYO6/DDX11/ASCC3/DMC1/WRNIP1/MCM9/PFN2/MDN1/DDX19B/MYO1B/ATP6V1B1/KIF1A/KIF26B/AK9/KIF5C/TMEM30B/KIF19/ABCC5/SLC27A2/ABCA5/MYO5B/HELB/KIF21A/SLFN11/TDRD12/ATP6V1C2/ATP8A2/SMARCA1/ATP8B1/YME1L1",133
"GO:0017116","single-stranded DNA helicase activity","31/2117","54/14486",0.574074074074074,3.92821777847758,8.91844989890518,3.62638937999334e-13,5.63126465150395e-11,5.32779311917819e-11,"RFC4/RFC3/DSCC1/DNA2/RFC5/MCM6/MCM4/MCM2/MCM8/RAD54L/POLQ/WRN/ERCC6L/DHX36/BLM/RAD51/RECQL/CHD6/MCM7/CHD1L/NAV2/RUVBL1/HFM1/CHD2/MCM3/PIF1/DDX11/ASCC3/WRNIP1/MCM9/HELB",31
"GO:0008017","microtubule binding","82/2117","257/14486",0.319066147859922,2.18327454789742,7.91803248148053,1.17532052522601e-12,1.59696676365084e-10,1.51090546466554e-10,"SKA2/CENPF/NUF2/KIF14/NDC80/RACGAP1/KIF18A/NUSAP1/DLGAP5/SPAST/KIF4A/CENPE/KIF15/PRC1/KIF23/KIFC1/KIF18B/KIF11/HAUS6/KIF2C/GAS2L3/KIF20B/BIRC5/FAM161A/KNL1/CRIPT/SVBP/RCC2/TUBGCP5/GTSE1/CEP295/RAE1/SPC24/SPAG5/KIF20A/NDE1/DIAPH3/MDM1/STRBP/OPA1/VASH2/KNSTRN/CEP135/POLB/SKA1/HOOK1/CEP57L1/FAM83D/CEP44/CDK5RAP2/ZNF207/FMR1/SKA3/HAUS8/CEP350/CCDC88A/CCSER2/SPIRE2/MID1/PLK1/CETN3/MAP9/LRPPRC/KIF24/BCL2L11/PSRC1/CAMSAP1/CEP57/EML5/CCDC88C/KIF1A/KIF26B/KIF5C/SAXO2/KIF19/MAP2/KIF21A/GAS2/MTCL1/JAKMIP2/DCX/KLC3",82
"GO:0016887","ATP hydrolysis activity","100/2117","346/14486",0.289017341040462,1.97765951927829,7.61470988985647,3.57108225936803e-12,4.31307379548116e-10,4.08064019579247e-10,"RFC4/RFC3/DNA2/RFC5/KIF14/ATAD2/SMC4/MCM6/KIF18A/BRIP1/FIGNL1/ATP2C1/SPAST/SMC2/MCM4/MCM2/ORC4/DHX40/KIF15/MCM8/KIF23/KIFC1/MSH2/RAD54L/KIF18B/POLQ/KIF2C/CCT5/CDC6/SMC3/TRIP13/WRN/KIF20B/ATP13A3/SMC5/DDX18/OLA1/CCT6A/ERCC6L/RECQL4/DDX46/MYO19/PSMC6/PMS1/MYO3A/KIF20A/VPS4B/DHX36/DHX15/BLM/DDX52/CCT2/RAD51/HSPA14/DNAH5/RECQL/HSPA13/CHD6/MCM7/CHD1L/ATAD5/FANCM/AFG3L2/SMCHD1/ORC1/NAV2/PEX1/ATAD2B/RUVBL1/HFM1/CHD2/SMC6/NVL/MCM3/ATP11B/PIF1/SMC1A/XRCC5/MORC2/DDX11/ASCC3/DMC1/WRNIP1/MCM9/PFN2/MDN1/DDX19B/KIF1A/AK9/KIF5C/KIF19/ABCC5/ABCA5/HELB/KIF21A/SLFN11/TDRD12/ATP8A2/ATP8B1/YME1L1",100
"GO:0003697","single-stranded DNA binding","43/2117","100/14486",0.43,2.94236183278224,8.06329393584826,5.84876684448895e-12,6.35760955995949e-10,6.014994954806e-10,"RAD51AP1/SMC4/RPA3/MCM6/POLR2H/POT1/SMC2/MCM4/MCM2/MCM8/MSH2/RAD54L/SUB1/MCM10/HMGB2/SMC5/RECQL4/RNF138/DHX36/BLM/NEIL3/POU4F1/FUBP1/POLA1/RAD51/RECQL/CDC45/SPRTN/MCM7/BRCA2/POLR2G/FAM111A/ZRANB3/SMC6/MCM3/LRPPRC/RAD18/TDP1/DDX11/DMC1/MCM9/HNRNPA2B1/SMARCA1",43
